,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
3125,GREENLAND CHILDCARE PTE. LTD.,1.32129654809,103.870736246,Geylang Bahru Market & Food Centre,1.32136348118,103.870120867,Food Court
3126,GREENLAND CHILDCARE PTE. LTD.,1.32129654809,103.870736246,NTUC Fairprice,1.32092309476,103.870341747,Supermarket
3127,GREENLAND CHILDCARE PTE. LTD.,1.32129654809,103.870736246,26 Eating House,1.32189088849,103.869394768,Coffee Shop
3128,GREENLAND CHILDCARE PTE. LTD.,1.32129654809,103.870736246,Kallang Basin Swimming Complex,1.32264071154,103.872213364,Pool
3129,GREENLAND CHILDCARE PTE. LTD.,1.32129654809,103.870736246,Blk 59B Geylang Bahru,1.32230661587,103.86763945,Harbor / Marina
3130,GREENWOOD MEWS,1.33693547524,103.805452259,Greenwood Crescent Playground,1.33651573559,103.805955745,Playground
3131,GREENWOOD MEWS,1.33693547524,103.805452259,SMRT Buses: Bus 700A,1.33789300455,103.807411194,Bus Line
3132,GREENWOOD MEWS,1.33693547524,103.805452259,Greenpark Disco,1.3367767758,103.807797611,Nightclub
3133,GREENWOOD MEWS,1.33693547524,103.805452259,The Gym At Hillcrest Arcadia,1.33538765965,103.809023625,Gym
3134,HAMILTON PRESCHOOL,1.45599868966,103.81397174,463 BGAIN Eating House,1.45539636982,103.814999647,Coffee Shop
3135,HAMILTON PRESCHOOL,1.45599868966,103.81397174,Kids Playground,1.45590917552,103.816886595,Playground
3136,HAMILTON PRESCHOOL,1.45599868966,103.81397174,Fig & Olive,1.45861293144,103.816427045,Mediterranean Restaurant
3137,HAMILTON PRESCHOOL,1.45599868966,103.81397174,Spectrum Food House,1.45553135055,103.809758477,Food Court
3138,HAPPY ESTATE,1.37759415245,103.830378541,Casuarina Curry Restaurant,1.37726098797,103.828053724,Indian Restaurant
3139,HAPPY ESTATE,1.37759415245,103.830378541,Biscuit King 饼干王,1.37697264177,103.828043752,Snack Place
3140,HAPPY ESTATE,1.37759415245,103.830378541,La Pizzaiola,1.38158370238,103.829657405,Italian Restaurant
3141,HAPPY ESTATE,1.37759415245,103.830378541,Tamako Meal,1.3768912034,103.828104585,Japanese Restaurant
3142,HAPPY ESTATE,1.37759415245,103.830378541,Ban Leong Wah Hoe Seafood,1.37674005472,103.828107299,Seafood Restaurant
3143,HAPPY ESTATE,1.37759415245,103.830378541,Guardian Pharmacy,1.37432116567,103.827835966,Pharmacy
3144,HARVEY VIEW,1.34132495505,103.954115583,Yayoi Japanese Teishoku Restaurant,1.34233869558,103.953262756,Japanese Restaurant
3145,HARVEY VIEW,1.34132495505,103.954115583,Souperstar @ East Point Mall,1.34266511428,103.953193012,Soup Place
3146,HARVEY VIEW,1.34132495505,103.954115583,Shabu Sai Eastpoint,1.342493656,103.953277072,Hotpot Restaurant
3147,HARVEY VIEW,1.34132495505,103.954115583,Phoon Huat Simei Specialty Store,1.34367168651,103.953508351,Kitchen Supply Store
3148,HARVEY VIEW,1.34132495505,103.954115583,Starbucks,1.34233238855,103.953257556,Coffee Shop
3149,HARVEY VIEW,1.34132495505,103.954115583,Eastpoint Mall,1.34263767644,103.953150847,Shopping Mall
3150,HARVEY VIEW,1.34132495505,103.954115583,Subway,1.34262440073,103.953123567,Sandwich Place
3151,HARVEY VIEW,1.34132495505,103.954115583,85 Redhill Teochew Fishball Noodles,1.34262972737,103.953033405,Noodle House
3152,HARVEY VIEW,1.34132495505,103.954115583,Xin Wang Hong Kong Cafe,1.34235989065,103.953117232,Hong Kong Restaurant
3153,HARVEY VIEW,1.34132495505,103.954115583,Heavenly Wang,1.3425945683,103.953102756,Café
3154,HARVEY VIEW,1.34132495505,103.954115583,McDonald's / McCafe,1.3426100959,103.953514524,Fast Food Restaurant
3155,HARVEY VIEW,1.34132495505,103.954115583,KFC,1.34234975509,103.953360081,Fast Food Restaurant
3156,HARVEY VIEW,1.34132495505,103.954115583,Each-A-Cup,1.34281211593,103.953247718,Juice Bar
3157,HARVEY VIEW,1.34132495505,103.954115583,Mirana Cake House,1.34397249563,103.953848309,Bakery
3158,HARVEY VIEW,1.34132495505,103.954115583,Snack Shop (美食店),1.34323795764,103.953464858,Chinese Restaurant
3159,HARVEY VIEW,1.34132495505,103.954115583,Eighteen Chefs,1.34223289426,103.953274565,Diner
3160,HARVEY VIEW,1.34132495505,103.954115583,Old Chang Kee,1.34263738506,103.953695328,Snack Place
3161,HARVEY VIEW,1.34132495505,103.954115583,Food Junction,1.34267913602,103.953232751,Coffee Shop
3162,HARVEY VIEW,1.34132495505,103.954115583,Dynasty Seafood,1.34486873173,103.954987171,Chinese Restaurant
3163,HARVEY VIEW,1.34132495505,103.954115583,Simei BBall Court,1.34152953,103.950794,Basketball Court
3164,HAWKER CENTRE (BLKS 79/79A CIRCUIT ROAD),1.32550690557,103.884919752,Circuit Road Hawker Centre,1.3260037359,103.885143046,Food Court
3165,HAWKER CENTRE (BLKS 79/79A CIRCUIT ROAD),1.32550690557,103.884919752,"Home United FC, Youth Football Academy",1.32453744898,103.883245912,Soccer Field
3166,HAWKER CENTRE (BLKS 79/79A CIRCUIT ROAD),1.32550690557,103.884919752,Soon Lee Lor Mee 顺利鹵麵摊,1.3268470781,103.885226341,Chinese Restaurant
3167,HAWKER CENTRE (BLKS 79/79A CIRCUIT ROAD),1.32550690557,103.884919752,Blk 89 Circuit Road Market & Food Centre,1.32343265429,103.88546523,Food Court
3168,HAWKER CENTRE (BLKS 79/79A CIRCUIT ROAD),1.32550690557,103.884919752,Lam Bee Restaurant,1.32811778948,103.885513394,Coffee Shop
3169,HAWKER CENTRE (BLKS 79/79A CIRCUIT ROAD),1.32550690557,103.884919752,NOM - Bistro & Bakery,1.32373922149,103.885057656,Bistro
3170,HAWKER CENTRE (BLKS 79/79A CIRCUIT ROAD),1.32550690557,103.884919752,Blk 80 Circuit Road Market & Food Centre,1.3278354,103.88709,Food Court
3171,HAWKER CENTRE (BLKS 79/79A CIRCUIT ROAD),1.32550690557,103.884919752,Cheng Mun Kee Pig's Organ Soup,1.32509287983,103.885114128,Asian Restaurant
3172,HAWKER CENTRE (BLKS 79/79A CIRCUIT ROAD),1.32550690557,103.884919752,Hippo Family Restaurant,1.3244354126,103.8878528,Asian Restaurant
3173,HAWKER CENTRE (BLKS 79/79A CIRCUIT ROAD),1.32550690557,103.884919752,Garden Pastry & Cake,1.3213337589,103.886568781,Bakery
3174,HAWKER CENTRE (BLKS 79/79A CIRCUIT ROAD),1.32550690557,103.884919752,FairPrice,1.32171181699,103.886485213,Grocery Store
3175,HAWKER CENTRE (BLKS 79/79A CIRCUIT ROAD),1.32550690557,103.884919752,NTUC Fairprice,1.32162440044,103.886553083,Grocery Store
3176,HAWKER CENTRE (BLKS 79/79A CIRCUIT ROAD),1.32550690557,103.884919752,Hin Lee Fishball Minced Meat Noodle @79/79A Circuit Rd Hawker,1.326329,103.884957,Coffee Shop
3177,HAWKER CENTRE (BLKS 79/79A CIRCUIT ROAD),1.32550690557,103.884919752,Ghim Guan Fried Oyster @ 79/79A Circuit Rd Hawker Centre,1.32641802575,103.885029783,Chinese Restaurant
3178,HAWKER CENTRE (BLKS 79/79A CIRCUIT ROAD),1.32550690557,103.884919752,Bus Stop 70161,1.32751421647,103.883253509,Bus Station
3179,HAWKER CENTRE (BLKS 79/79A CIRCUIT ROAD),1.32550690557,103.884919752,Bus Stop 70211 (Blk 90),1.32368654595,103.887054049,Bus Station
3180,HAWKER CENTRE (BLKS 79/79A CIRCUIT ROAD),1.32550690557,103.884919752,旺财小厨,1.32856101168,103.885823027,Chinese Restaurant
3181,HAWKER CENTRE (BLKS 79/79A CIRCUIT ROAD),1.32550690557,103.884919752,Bus Stop 70151 Aft Jln Anggerek,1.32753707895,103.881031679,Bus Station
3182,HDB-BEDOK,1.3297289958,103.938081273,85 Fengshan Centre,1.33180195636,103.938698363,Food Court
3183,HDB-BEDOK,1.3297289958,103.938081273,Bedok 85 Fried Oyster Omelette,1.33179343776,103.938578395,Chinese Restaurant
3184,HDB-BEDOK,1.3297289958,103.938081273,Percolate,1.32804659833,103.935234547,Café
3185,HDB-BEDOK,1.3297289958,103.938081273,CHAN B.B.Q,1.3316509835,103.93851205,BBQ Joint
3186,HDB-BEDOK,1.3297289958,103.938081273,Nakhon Kitchen,1.32839788586,103.934965234,Thai Restaurant
3187,HDB-BEDOK,1.3297289958,103.938081273,Ah Balling Peanut Soup,1.33176259201,103.938721953,Dessert Shop
3188,HDB-BEDOK,1.3297289958,103.938081273,Chai Chee Pork Porridge,1.33180700748,103.938718789,Chinese Restaurant
3189,HDB-BEDOK,1.3297289958,103.938081273,Milk & Honey Gelato,1.33268904916,103.938699449,Ice Cream Shop
3190,HDB-BEDOK,1.3297289958,103.938081273,Chin Lee Restaurant 深利美食馆,1.33196952858,103.937155798,Chinese Restaurant
3191,HDB-BEDOK,1.3297289958,103.938081273,YummySoy,1.332614,103.93765,Café
3192,HDB-BEDOK,1.3297289958,103.938081273,Changi Lor 108 Fei Lao Seafood,1.33240161866,103.939209302,Asian Restaurant
3193,HDB-BEDOK,1.3297289958,103.938081273,Seng Hiang Bak Chor Mee 成香肉胜面,1.331817937,103.938367242,Noodle House
3194,HDB-BEDOK,1.3297289958,103.938081273,Nangfa Thai Kitchen,1.32846362898,103.934936324,Thai Restaurant
3195,HDB-BEDOK,1.3297289958,103.938081273,To-gather Cafe,1.3318174,103.93964,Café
3196,HDB-BEDOK,1.3297289958,103.938081273,Jin Piao Coffeeshop,1.32952567521,103.937048337,Coffee Shop
3197,HDB-BEDOK,1.3297289958,103.938081273,Mukmin Restaurant,1.32762828608,103.938206434,Coffee Shop
3198,HDB-BEDOK,1.3297289958,103.938081273,Xing Ji Rou Cuo Mian 興記肉脞面,1.33195262861,103.938377796,Noodle House
3199,HDB-BEDOK,1.3297289958,103.938081273,Bedok Stadium,1.32630899315,103.939000368,Stadium
3200,HDB-BEDOK,1.3297289958,103.938081273,Blk 88 Coffeeshop,1.33336409762,103.938889715,Coffee Shop
3201,HDB-BEDOK,1.3297289958,103.938081273,Tea Inn Bubble Tea & Snacks,1.3309778236,103.939355543,Snack Place
3202,HDB-BEDOK,1.3297289958,103.938081273,Esso Fairprice Bedok North Service Station,1.32678173527,103.940879535,Gas Station
3203,HDB-BEDOK,1.3297289958,103.938081273,Bus Stop 84231 (Blk 85),1.33179686416,103.938414388,Bus Station
3204,HDB-BEDOK,1.3297289958,103.938081273,Sin Bedok North BBQ Chicken Wing,1.331811,103.938433,BBQ Joint
3205,HDB-BEDOK,1.3297289958,103.938081273,阿宝肉脞面,1.33171020352,103.938845661,Food Court
3206,HDB-BEDOK,1.3297289958,103.938081273,Minced Meat Mee,1.3319342653,103.938460942,Food Truck
3207,HDB-BEDOK,1.3297289958,103.938081273,Zie Fishing Tackle Shop,1.32758998506,103.93885,Fishing Store
3208,HDB-BEDOK,1.3297289958,103.938081273,Domino's Pizza,1.32769118657,103.934936549,Pizza Place
3209,HDB-BEDOK,1.3297289958,103.938081273,Blk 128 Coffeeshop,1.32758018486,103.939366874,Coffee Shop
3210,HDB-BEDOK,1.3297289958,103.938081273,SBS Transit: Bus 222,1.32836232108,103.940212503,Bus Line
3211,HDB-BEDOK,1.3297289958,103.938081273,Sing Hiap Huat Coffeeshop 新協發,1.33119084336,103.935713628,Food Court
3212,HDB-BEDOK,1.3297289958,103.938081273,333 Coffee Shop,1.3277836186,103.934909023,Coffee Shop
3213,HDB-BEDOK,1.3297289958,103.938081273,Kiti Dogi Pets,1.32785939594,103.934447159,Pet Store
3214,HDB-BUKIT PANJANG,1.37831242121,103.767763309,Hai Xian Zhu Zhou 海鲜煮粥,1.3771606144,103.764818842,Noodle House
3215,HDB-BUKIT PANJANG,1.37831242121,103.767763309,Petir Park,1.37568669875,103.76856669,Park
3216,HDB-BUKIT PANJANG,1.37831242121,103.767763309,Starbucks,1.37972985431,103.764035572,Coffee Shop
3217,HDB-BUKIT PANJANG,1.37831242121,103.767763309,Subway,1.37994060497,103.764261615,Sandwich Place
3218,HDB-BUKIT PANJANG,1.37831242121,103.767763309,Bukit Panjang Plaza,1.3799288468,103.764221222,Shopping Mall
3219,HDB-BUKIT PANJANG,1.37831242121,103.767763309,Osaka Ohsho,1.37938173626,103.764424469,Restaurant
3220,HDB-BUKIT PANJANG,1.37831242121,103.767763309,BBQ Express,1.3797666009,103.764367104,BBQ Joint
3221,HDB-BUKIT PANJANG,1.37831242121,103.767763309,McDonald's,1.3792036528,103.764385829,Fast Food Restaurant
3222,HDB-BUKIT PANJANG,1.37831242121,103.767763309,Swensen's,1.37970199345,103.76405548,American Restaurant
3223,HDB-BUKIT PANJANG,1.37831242121,103.767763309,Shan Cheng Ipoh Delicacies (Shan Cheng),1.38051730523,103.763895008,Asian Restaurant
3224,HDB-BUKIT PANJANG,1.37831242121,103.767763309,Sushi Express 爭鮮迴轉壽司,1.37791487831,103.763850088,Sushi Restaurant
3225,HDB-BUKIT PANJANG,1.37831242121,103.767763309,Nice Cafe,1.38125954995,103.764516822,Asian Restaurant
3226,HDB-BUKIT PANJANG,1.37831242121,103.767763309,Jack's Place,1.37983737021,103.764295857,Steakhouse
3227,HDB-BUKIT PANJANG,1.37831242121,103.767763309,Ichiban Sushi,1.37949989039,103.764206134,Sushi Restaurant
3228,HDB-BUKIT PANJANG,1.37831242121,103.767763309,Eighteen Chefs,1.38065645849,103.76409423,Bistro
3229,HDB-BUKIT PANJANG,1.37831242121,103.767763309,stuff'd,1.378047,103.763643,Mexican Restaurant
3230,HDB-BUKIT PANJANG,1.37831242121,103.767763309,Amore,1.3782878,103.7634,Gym / Fitness Center
3231,HDB-CLEMENTI,1.31251199063,103.763268837,Xin Peng La Mian Xiao Long Bao,1.31355508808,103.76447277,Dim Sum Restaurant
3232,HDB-CLEMENTI,1.31251199063,103.763268837,GameWerks,1.31450504427,103.764302731,Video Game Store
3233,HDB-CLEMENTI,1.31251199063,103.763268837,Fitness First Platinum Clementi,1.31195457996,103.765103345,Gym
3234,HDB-CLEMENTI,1.31251199063,103.763268837,Saizeriya Ristorante E Caffe,1.31201331282,103.76499485,Italian Restaurant
3235,HDB-CLEMENTI,1.31251199063,103.763268837,Clementi Stadium,1.31309803988,103.7628187,Stadium
3236,HDB-CLEMENTI,1.31251199063,103.763268837,Art•Friend,1.31239544547,103.76567916,Arts & Crafts Store
3237,HDB-CLEMENTI,1.31251199063,103.763268837,Soup Restaurant 三盅兩件 (Soup Restaurant),1.31513537539,103.764880533,Soup Place
3238,HDB-CLEMENTI,1.31251199063,103.763268837,WE Cinemas,1.31195280261,103.765095363,Multiplex
3239,HDB-CLEMENTI,1.31251199063,103.763268837,Habib's Rojak - Indian Rojak Specialist,1.311522,103.759925,Indian Restaurant
3240,HDB-CLEMENTI,1.31251199063,103.763268837,Clementi 448 Market & Food Centre 金文泰巴刹小販中心,1.31352724436,103.764719133,Food Court
3241,HDB-CLEMENTI,1.31251199063,103.763268837,Golden Rooster (Clementi),1.31338743835,103.765826237,Fried Chicken Joint
3242,HDB-CLEMENTI,1.31251199063,103.763268837,Baker Talent,1.31467129704,103.76469225,Bakery
3243,HDB-CLEMENTI,1.31251199063,103.763268837,Clementi Swimming Complex,1.30941453033,103.765578616,Pool
3244,HDB-CLEMENTI,1.31251199063,103.763268837,Thaksin Beef Noodle,1.31274667008,103.765108493,Thai Restaurant
3245,HDB-CLEMENTI,1.31251199063,103.763268837,Ayer Rajah (West Coast Drive) Market & Food Centre,1.31186644378,103.75974834,Food Court
3246,HDB-CLEMENTI,1.31251199063,103.763268837,328 Coffee Shop,1.31375059878,103.766774878,Food Court
3247,HDB-CLEMENTI,1.31251199063,103.763268837,West Bowl,1.30958517506,103.763786693,Bowling Alley
3248,HDB-CLEMENTI,1.31251199063,103.763268837,Phoon Huat & Co.,1.31314960337,103.762883258,Grocery Store
3249,HDB-CLEMENTI,1.31251199063,103.763268837,W•39 Bistro & Bakery,1.30845539499,103.762411213,Café
3250,HDB-CLEMENTI,1.31251199063,103.763268837,Lao Ban Soya Beancurd 老伴豆花,1.31443932481,103.765138922,Dessert Shop
3251,HDB-CLEMENTI,1.31251199063,103.763268837,Chai Ho Satay 财好沙爹,1.31341113088,103.76471804,BBQ Joint
3252,HDB-CLEMENTI,1.31251199063,103.763268837,Kimly Seafood 全味港式烧腊,1.31463698319,103.76699685,Chinese Restaurant
3253,HDB-CLEMENTI,1.31251199063,103.763268837,"Kian Seng Lor Mee, Prawn Mee, Laksa",1.31355912735,103.76439153,Noodle House
3254,HDB-CLEMENTI,1.31251199063,103.763268837,Boon Kee Wanton Noodle,1.31352862784,103.764584572,Noodle House
3255,HDB-CLEMENTI,1.31251199063,103.763268837,Prata Alley,1.31208423384,103.765132174,Asian Restaurant
3256,HDB-CLEMENTI,1.31251199063,103.763268837,Soon Lee 顺利,1.31337373745,103.76467325,Asian Restaurant
3257,HDB-CLEMENTI,1.31251199063,103.763268837,McDonald's,1.31239340285,103.765922614,Fast Food Restaurant
3258,HDB-CLEMENTI,1.31251199063,103.763268837,Brothers Rojak,1.31274809202,103.765224217,Asian Restaurant
3259,HDB-CLEMENTI,1.31251199063,103.763268837,Popular Bookstore,1.31510386748,103.764878691,Bookstore
3260,HDB-CLEMENTI,1.31251199063,103.763268837,321 Clementi,1.31196395853,103.765071985,Shopping Mall
3261,HDB-CLEMENTI,1.31251199063,103.763268837,NTUC FairPrice,1.31263974251,103.765958052,Supermarket
3262,HDB-CLEMENTI,1.31251199063,103.763268837,Jit It Thai San Popiah (Yue Yi Tai Shan Popiah),1.31265808127,103.765342467,Snack Place
3263,HDB-CLEMENTI,1.31251199063,103.763268837,Jinjja Chicken,1.3150529908,103.764864567,Fried Chicken Joint
3264,HDB-CLEMENTI,1.31251199063,103.763268837,Jack's Place,1.31014640838,103.76441937,Steakhouse
3265,HDB-CLEMENTI,1.31251199063,103.763268837,Ichiban Sushi,1.31534270997,103.764799708,Japanese Restaurant
3266,HDB-CLEMENTI,1.31251199063,103.763268837,Joyden Seafood Restaurant,1.30932767095,103.76371844,Chinese Restaurant
3267,HDB-CLEMENTI,1.31251199063,103.763268837,Challenger,1.31520526602,103.764808531,Electronics Store
3268,HDB-CLEMENTI,1.31251199063,103.763268837,Subway,1.31507497376,103.764931865,Sandwich Place
3269,HDB-CLEMENTI,1.31251199063,103.763268837,McDonald's / McCafé,1.31550792625,103.764613867,Fast Food Restaurant
3270,HDB-CLEMENTI,1.31251199063,103.763268837,Clementi Sports Hall,1.31086056074,103.765019955,Gym
3271,HDB-CLEMENTI,1.31251199063,103.763268837,Food Loft @ 431,1.31331639015,103.763544141,Food Court
3272,HDB-CLEMENTI,1.31251199063,103.763268837,West Coast Recreation Centre,1.30961934076,103.763980865,General Entertainment
3273,HDB-CLEMENTI,1.31251199063,103.763268837,The Clementi Mall,1.31506815987,103.764753342,Shopping Mall
3274,HDB-CLEMENTI,1.31251199063,103.763268837,Charcoal Thai,1.31209242297,103.765144926,Thai Restaurant
3275,HDB-CLEMENTI,1.31251199063,103.763268837,Starbucks,1.31522208912,103.764813717,Coffee Shop
3276,HDB-CLEMENTI,1.31251199063,103.763268837,West Coast Billiards,1.30937728449,103.763856814,Pool Hall
3277,HDB-CLEMENTI,1.31251199063,103.763268837,KFC,1.30829167171,103.762220036,Fast Food Restaurant
3278,HDB-CLEMENTI,1.31251199063,103.763268837,Ootoya Japanese Restaurant 大户屋,1.31528497394,103.764810239,Japanese Restaurant
3279,HDB-CLEMENTI,1.31251199063,103.763268837,Ya Kun Kaya Toast 亞坤,1.31506513419,103.764908509,Coffee Shop
3280,HDB-CLEMENTI,1.31251199063,103.763268837,Banana Leaf BBQ Seafood,1.31315323653,103.762886732,BBQ Joint
3281,HDB-CLEMENTI,1.31251199063,103.763268837,Joyful Palace,1.31415400923,103.763509317,Chinese Restaurant
3282,HDB-CLEMENTI,1.31251199063,103.763268837, POSB Clementi Avenue 3,1.31361170643,103.762195648,ATM
3283,HDB-CLEMENTI,1.31251199063,103.763268837,Kaka Sugar Cane Juice @ Clementi Market,1.31258169393,103.76466821,Dessert Shop
3284,HDB-CLEMENTI,1.31251199063,103.763268837,Bangkok J.N Thai Food,1.313329,103.76334,Thai Restaurant
3285,HDB-CLEMENTI,1.31251199063,103.763268837,Pets' Fever.com,1.31227940338,103.76508865,Pet Store
3286,HDB-CLEMENTI,1.31251199063,103.763268837,Mei Heong Yuen Dessert,1.31198508706,103.765096264,Dessert Shop
3287,HDB-CLEMENTI,1.31251199063,103.763268837,Wimi,1.31192559613,103.765103819,Ice Cream Shop
3288,HDB-CLEMENTI,1.31251199063,103.763268837,West Coast Seafood Restaurant,1.31071050762,103.762226887,Asian Restaurant
3289,HDB-CLEMENTI,1.31251199063,103.763268837,Mr Teh Tarik Eating House,1.31235932773,103.760175751,Halal Restaurant
3290,HDB-CLEMENTI,1.31251199063,103.763268837,Best Denki,1.31532849342,103.764779262,Electronics Store
3291,HDB-CLEMENTI,1.31251199063,103.763268837,Clementi MRT Station (EW23),1.31509689843,103.76502467,Train Station
3292,HDB-CLEMENTI,1.31251199063,103.763268837,Swensen's,1.31541160431,103.764800572,American Restaurant
3293,HDB-CLEMENTI,1.31251199063,103.763268837,Crystal Jade Kitchen 翡翠小厨,1.3153502025,103.764787009,Chinese Restaurant
3294,HDB-CLEMENTI,1.31251199063,103.763268837,Kaffe & Toast,1.3151053,103.76463,Coffee Shop
3295,HDB-CLEMENTI,1.31251199063,103.763268837,Kopitiam,1.31479892963,103.76702982,Coffee Shop
3296,HDB-CLEMENTI,1.31251199063,103.763268837,Pizza Hut,1.31234787663,103.759157344,Pizza Place
3297,HDB-CLEMENTI,1.31251199063,103.763268837,Astons Express,1.31476209676,103.767106869,American Restaurant
3298,HDB-CLEMENTI,1.31251199063,103.763268837,Bus Stop 17059 (Regent Pk),1.31669728282,103.761638532,Bus Station
3299,HDB-JURONG WEST,1.3430942097,103.698866099,McDonald's,1.34162665015,103.69676572,Fast Food Restaurant
3300,HDB-JURONG WEST,1.3430942097,103.698866099,Eating House 815,1.34491832839,103.696039958,Coffee Shop
